a","b","c","","d","","e"
[,"i","ihī",".n.",".nt.$.pl.$.abl.","0.99",],
[,"i","ibhī",".n.",".nt.$.pl.$.abl.","0.99",],
[,"i","isū",".n.",".nt.$.pl.$.loc.","0.99",],
[,"ī","īsū",".n.",".m.$.pl.$.loc.","0.99",],
[,"ī","isū",".n.",".f.$.pl.$.loc.","0.99",],
[,"ar","ussā",".n.",".m.$.sg.$.dat.","0.99",],
[,"ar","ussā",".n.",".m.$.sg.$.gen.","0.99",],
[,"ar","arī",".n.",".m.$.sg.$.loc.","0.99",],
[,"ar","ārehī",".n.",".m.$.pl.$.inst.","0.99",],
[,"ar","ārebhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"ar","ārehī",".n.",".m.$.pl.$.abl.","0.99",],
[,"ar","ārebhī",".n.",".m.$.pl.$.abl.","0.99",],
[,"ar","āresū",".n.",".m.$.pl.$.loc.","0.99",],
[,"ar","ūsū",".n.",".m.$.pl.$.loc.","0.99",],
[,"an","ubhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"an","ūbhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"an","uhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"an","ūhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"an","esū",".n.",".m.$.pl.$.loc.","0.99",],
[,"an","ūsū",".n.",".m.$.pl.$.loc.","0.99",],
[,"an","usū",".n.",".m.$.pl.$.loc.","0.99",],
[,"an","anī",".n.",".nt.$.sg.$.loc.","0.99",],
[,"as","ānī",".n.",".m.$.pl.$.nom.","0.99",],
[,"as","ānī",".n.",".m.$.pl.$.acc.","0.99",],
[,"as","ānī",".n.",".m.$.pl.$.voc.","0.3",],
[,"as","ānī",".n.",".m.$.pl.$.nom.","0.99",],
[,"as","ānī",".n.",".m.$.pl.$.acc.","0.99",],
[,"as","ānī",".n.",".m.$.pl.$.voc.","0.3",],
[,"as","ānī",".n.",".m.$.pl.$.nom.","0.99",],
[,"as","ānī",".n.",".m.$.pl.$.acc.","0.99",],
[,"as","ānī",".n.",".m.$.pl.$.voc.","0.3",],
[,"us","ussā",".n.",".m.$.sg.$.dat.","0.99",],
[,"us","ussā",".n.",".m.$.sg.$.gen.","0.99",],
[,"us","unī",".n.",".m.$.sg.$.loc.","0.99",],
[,"us","usī",".n.",".m.$.sg.$.loc.","0.99",],
[,"us","ūnī",".n.",".m.$.pl.$.nom.","0.99",],
[,"us","ūnī",".n.",".m.$.pl.$.voc.","0.3",],
[,"us","ūnī",".n.",".m.$.pl.$.acc.","0.99",],
[,"us","ūhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"us","ūbhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"us","ūhī",".n.",".m.$.pl.$.abl.","0.99",],
[,"us","ūbhī",".n.",".m.$.pl.$.abl.","0.99",],
[,"us","ūsū",".n.",".m.$.pl.$.loc.","0.99",],
[,"ant","ā",".n.",".m.$.pl.$.nom.","0.99",],
[,"ant","ā",".n.",".m.$.pl.$.voc.","0.3",],
[,"ant","ā",".n.",".m.$.sg.$.nom.","0.99",],
[,"ant","a",".n.",".m.$.sg.$.voc.","0.3",],
[,"ant","ā",".n.",".m.$.sg.$.voc.","0.3",],
[,"ant","ā",".n.",".nt.$.pl.$.nom.","0.99",],
[,"ant","ā",".n.",".nt.$.pl.$.voc.","0.3",],
[,"ant","a",".n.",".nt.$.sg.$.voc.","0.3",],
[,"ant","ā",".n.",".nt.$.sg.$.voc.","0.3",],
[,"ant","ā",".n.",".m.$.sg.$.voc.","0.3",],
[,"ant","ā",".n.",".nt.$.sg.$.voc.","0.3",],
[,"ant","aṃ",".n.",".m.$.sg.$.acc.","0.99",],
[,"ant","aṃ",".n.",".nt.$.sg.$.acc.","0.99",],
[,"ant","aṃ",".n.",".nt.$.sg.$.nom.","0.99",],
[,"ant","aṃ",".n.",".m.$.sg.$.nom.","0.99",],
[,"ant","aṃ",".n.",".m.$.sg.$.voc.","0.3",],
[,"ant","aṃ",".n.",".nt.$.sg.$.voc.","0.3",],
[,"ant","aṃ",".n.",".m.$.sg.$.voc.","0.3",],
[,"ant","aṃ",".n.",".nt.$.sg.$.voc.","0.3",],
[,"ant","ānaṃ",".n.",".m.$.pl.$.dat.","0.99",],
[,"ant","ānaṃ",".n.",".m.$.pl.$.gen.","0.99",],
[,"ant","e",".n.",".m.$.pl.$.acc.","0.99",],
[,"ant","ebhi",".n.",".m.$.pl.$.abl.","0.99",],
[,"ant","ebhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"ant","ehi",".n.",".m.$.pl.$.abl.","0.99",],
[,"ant","ehi",".n.",".m.$.pl.$.inst.","0.99",],
[,"ant","esu",".n.",".m.$.pl.$.loc.","0.99",],
[,"anta","ā",".n.",".m.$.pl.$.nom.","0.99",],
[,"anta","ā",".n.",".m.$.pl.$.voc.","0.3",],
[,"anta","ā",".n.",".m.$.sg.$.nom.","0.99",],
[,"anta","a",".n.",".m.$.sg.$.voc.","0.3",],
[,"anta","ā",".n.",".m.$.sg.$.voc.","0.3",],
[,"anta","ā",".n.",".nt.$.pl.$.nom.","0.99",],
[,"anta","ā",".n.",".nt.$.pl.$.voc.","0.3",],
[,"anta","a",".n.",".nt.$.sg.$.voc.","0.3",],
[,"anta","ā",".n.",".nt.$.sg.$.voc.","0.3",],
[,"anta","ā",".n.",".m.$.sg.$.voc.","0.3",],
[,"anta","ā",".n.",".nt.$.sg.$.voc.","0.3",],
[,"anta","aṃ",".n.",".m.$.sg.$.acc.","0.99",],
[,"anta","aṃ",".n.",".nt.$.sg.$.acc.","0.99",],
[,"anta","aṃ",".n.",".nt.$.sg.$.nom.","0.99",],
[,"anta","aṃ",".n.",".m.$.sg.$.nom.","0.99",],
[,"anta","aṃ",".n.",".m.$.sg.$.voc.","0.3",],
[,"anta","aṃ",".n.",".nt.$.sg.$.voc.","0.3",],
[,"anta","aṃ",".n.",".m.$.sg.$.voc.","0.3",],
[,"anta","aṃ",".n.",".nt.$.sg.$.voc.","0.3",],
[,"anta","ānaṃ",".n.",".m.$.pl.$.dat.","0.99",],
[,"anta","ānaṃ",".n.",".m.$.pl.$.gen.","0.99",],
[,"anta","e",".n.",".m.$.pl.$.acc.","0.99",],
[,"anta","ebhi",".n.",".m.$.pl.$.abl.","0.99",],
[,"anta","ebhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"anta","ehi",".n.",".m.$.pl.$.abl.","0.99",],
[,"anta","ehi",".n.",".m.$.pl.$.inst.","0.99",],
[,"anta","esu",".n.",".m.$.pl.$.loc.","0.99",],
[,"ti","ti",".v.",".3p.$.sg.$.pres.","0.99",],
[,"ti","nti",".v.",".3p.$.pl.$.pres.","0.99",],
[,"ti","te",".v.",".3p.$.sg.$.pres.","0.99",],
[,"ti","nte",".v.",".3p.$.pl.$.pres.","0.99",],
[,"ti","re",".v.",".3p.$.pl.$.pres.","0.99",],
[,"ti","ssati",".v.",".3p.$.sg.$.fut.","0.99",],
[,"ti","ssanti",".v.",".3p.$.pl.$.fut.","0.99",],
[,"ti","ssate",".v.",".3p.$.sg.$.fut.","0.99",],
[,"ti","ssante",".v.",".3p.$.pl.$.fut.","0.99",],
[,"ti","ssare",".v.",".3p.$.pl.$.fut.","0.99",],
[,"ti","tu",".v.",".3p.$.sg.$.imp.","0.99",],
[,"ti","ntu",".v.",".3p.$.pl.$.imp.","0.99",],
[,"ti","taṃ",".v.",".3p.$.sg.$.imp.","0.99",],
[,"ti","ntaṃ",".v.",".3p.$.pl.$.imp.","0.99",],
[,"ti","sā",".v.",".3p.$.sg.$.cond.","0.99",],
[,"ti","ssa",".v.",".3p.$.sg.$.cond.","0.99",],
[,"ti","ssati",".v.",".3p.$.sg.$.cond.","0.99",],
[,"ti","ssaṃsu",".v.",".3p.$.pl.$.cond.","0.99",],
[,"ti","ssatha",".v.",".3p.$.sg.$.cond.","0.99",],
[,"ti","ssiṃsu",".v.",".3p.$.pl.$.cond.","0.99",],
[,"ti","si",".v.",".3p.$.sg.$.aor.","0.99",],
[,"ti","sī",".v.",".3p.$.sg.$.aor.","0.99",],
[,"ti","sā",".v.",".3p.$.sg.$.aor.","0.99",],
[,"ti","siṃsu",".v.",".3p.$.pl.$.aor.","0.99",],
[,"ti","sṃ",".v.",".3p.$.pl.$.aor.","0.99",],
[,"ti","suṃū",".v.",".3p.$.pl.$.aor.","0.99",],
[,"ti","sā",".v.",".3p.$.sg.$.aor.","0.99",],
[,"ti","sa",".v.",".3p.$.sg.$.aor.","0.99",],
[,"ti","stthuṃ",".v.",".3p.$.pl.$.aor.","0.99",],
[,"ti","satthuṃ",".v.",".3p.$.pl.$.aor.","0.99",],
[,"ti","mi",".v.",".1p.$.sg.$.pres.","0.99",],
[,"ti","ma",".v.",".1p.$.pl.$.pres.","0.99",],
[,"ti","e",".v.",".1p.$.sg.$.pres.","0.99",],
[,"ti","mhe",".v.",".1p.$.pl.$.pres.","0.99",],
[,"ti","mahe",".v.",".1p.$.pl.$.pres.","0.99",],
[,"ti","mha",".v.",".1p.$.pl.$.pres.","0.99",],
[,"ti","mase",".v.",".1p.$.pl.$.pres.","0.99",],
[,"ti","mhase",".v.",".1p.$.pl.$.pres.","0.99",],
[,"ti","ssāmi",".v.",".1p.$.sg.$.fut.","0.99",],
[,"ti","ssāma",".v.",".1p.$.pl.$.fut.","0.99",],
[,"ti","ssaṃ",".v.",".1p.$.sg.$.fut.","0.99",],
[,"ti","ssāmhe",".v.",".1p.$.pl.$.fut.","0.99",],
[,"ti","ssāmase",".v.",".1p.$.pl.$.fut.","0.99",],
[,"ti","mi",".v.",".1p.$.sg.$.imp.","0.99",],
[,"ti","ma",".v.",".1p.$.pl.$.imp.","0.99",],
[,"ti","ssa",".v.",".1p.$.sg.$.cond.","0.99",],
[,"ti","ssamhā",".v.",".1p.$.pl.$.cond.","0.99",],
[,"ti","ssaṃ",".v.",".1p.$.sg.$.cond.","0.99",],
[,"ti","ssāmhase",".v.",".1p.$.pl.$.cond.","0.99",],
[,"ti","siṃ",".v.",".1p.$.sg.$.aor.","0.99",],
[,"ti","saṃ",".v.",".1p.$.sg.$.aor.","0.99",],
[,"ti","sṃ",".v.",".1p.$.sg.$.aor.","0.99",],
[,"ti","sa",".v.",".1p.$.sg.$.aor.","0.99",],
[,"ti","sā",".v.",".1p.$.sg.$.aor.","0.99",],
[,"ti","simha",".v.",".1p.$.pl.$.aor.","0.99",],
[,"ti","simhā",".v.",".1p.$.pl.$.aor.","0.99",],
[,"ti","sa",".v.",".1p.$.sg.$.aor.","0.99",],
[,"ti","simhe",".v.",".1p.$.pl.$.aor.","0.99",],
[,"ti","si",".v.",".2p.$.sg.$.pres.","0.99",],
[,"ti","tha",".v.",".2p.$.pl.$.pres.","0.99",],
[,"ti","se",".v.",".2p.$.sg.$.pres.","0.99",],
[,"ti","vhe",".v.",".2p.$.pl.$.pres.","0.99",],
[,"ti","ssasi",".v.",".2p.$.sg.$.fut.","0.99",],
[,"ti","ssatha",".v.",".2p.$.pl.$.fut.","0.99",],
[,"ti","ssase",".v.",".2p.$.sg.$.fut.","0.99",],
[,"ti","ssavhe",".v.",".2p.$.pl.$.fut.","0.99",],
[,"ti","hi",".v.",".2p.$.sg.$.imp.","0.99",],
[,"ti","ta",".v.",".2p.$.pl.$.imp.","0.99",],
[,"ti","ssu",".v.",".2p.$.sg.$.imp.","0.99",],
[,"ti","vho",".v.",".2p.$.pl.$.imp.","0.99",],
[,"ti","se",".v.",".2p.$.sg.$.cond.","0.99",],
[,"ti","ssa",".v.",".2p.$.sg.$.cond.","0.99",],
[,"ti","ssasi",".v.",".2p.$.sg.$.cond.","0.99",],
[,"ti","ssatha",".v.",".2p.$.pl.$.cond.","0.99",],
[,"ti","ssase",".v.",".2p.$.sg.$.cond.","0.99",],
[,"ti","ssavhe",".v.",".2p.$.pl.$.cond.","0.99",],
[,"ti","si",".v.",".2p.$.sg.$.aor.","0.99",],
[,"ti","so",".v.",".2p.$.sg.$.aor.","0.99",],
[,"ti","sā",".v.",".2p.$.sg.$.aor.","0.99",],
[,"ti","sttha",".v.",".2p.$.pl.$.aor.","0.99",],
[,"ti","sse",".v.",".2p.$.sg.$.aor.","0.99",],
[,"ti","svhaṃ",".v.",".2p.$.pl.$.aor.","0.99",],
[,"ti","eyya",".v.",".3p.$.sg.$.opt.","0.99",],
[,"ati","eyyuṃ",".v.",".3p.$.pl.$.opt.","0.99",],
[,"ati","etha",".v.",".3p.$.sg.$.opt.","0.99",],
[,"ati","eraṃ",".v.",".3p.$.pl.$.opt.","0.99",],
[,"ati","issati",".v.",".3p.$.sg.$.fut.","0.99",],
[,"ati","issanti",".v.",".3p.$.pl.$.fut.","0.99",],
[,"ati","issate",".v.",".3p.$.sg.$.fut.","0.99",],
[,"ati","issante",".v.",".3p.$.pl.$.fut.","0.99",],
[,"ati","issare",".v.",".3p.$.pl.$.fut.","0.99",],
[,"ati","i",".v.",".3p.$.sg.$.aor.","0.99",],
[,"ati","ī",".v.",".3p.$.sg.$.aor.","0.99",],
[,"ati","ā",".v.",".3p.$.sg.$.aor.","0.99",],
[,"ati","iṃsu",".v.",".3p.$.pl.$.aor.","0.99",],
[,"ati","ṃ",".v.",".3p.$.pl.$.aor.","0.99",],
[,"ati","uṃū",".v.",".3p.$.pl.$.aor.","0.99",],
[,"ati","ā",".v.",".3p.$.sg.$.aor.","0.99",],
[,"ati","a",".v.",".3p.$.sg.$.aor.","0.99",],
[,"ati","tthuṃ",".v.",".3p.$.pl.$.aor.","0.99",],
[,"ati","atthuṃ",".v.",".3p.$.pl.$.aor.","0.99",],
[,"ati","āmi",".v.",".1p.$.sg.$.pres.","0.99",],
[,"ati","āma",".v.",".1p.$.pl.$.pres.","0.99",],
[,"ati","e",".v.",".1p.$.sg.$.imp.","0.99",],
[,"ati","āmase",".v.",".1p.$.pl.$.imp.","0.99",],
[,"ati","eyyāmi",".v.",".1p.$.sg.$.opt.","0.99",],
[,"ati","eyyāma",".v.",".1p.$.pl.$.opt.","0.99",],
[,"ati","eyyaṃ",".v.",".1p.$.sg.$.opt.","0.99",],
[,"ati","eyyāmhe",".v.",".1p.$.pl.$.opt.","0.99",],
[,"ati","issāmi",".v.",".1p.$.sg.$.fut.","0.99",],
[,"ati","issāma",".v.",".1p.$.pl.$.fut.","0.99",],
[,"ati","issaṃ",".v.",".1p.$.sg.$.fut.","0.99",],
[,"ati","issāmhe",".v.",".1p.$.pl.$.fut.","0.99",],
[,"ati","issāmase",".v.",".1p.$.pl.$.fut.","0.99",],
[,"ati","iṃ",".v.",".1p.$.sg.$.aor.","0.99",],
[,"ati","aṃ",".v.",".1p.$.sg.$.aor.","0.99",],
[,"ati","ṃ",".v.",".1p.$.sg.$.aor.","0.99",],
[,"ati","a",".v.",".1p.$.sg.$.aor.","0.99",],
[,"ati","ā",".v.",".1p.$.sg.$.aor.","0.99",],
[,"ati","imha",".v.",".1p.$.pl.$.aor.","0.99",],
[,"ati","imhā",".v.",".1p.$.pl.$.aor.","0.99",],
[,"ati","a",".v.",".1p.$.sg.$.aor.","0.99",],
[,"ati","imhe",".v.",".1p.$.pl.$.aor.","0.99",],
[,"ati","eyyāsi",".v.",".2p.$.sg.$.opt.","0.99",],
[,"ati","eyyātha",".v.",".2p.$.pl.$.opt.","0.99",],
[,"ati","etho",".v.",".2p.$.sg.$.opt.","0.99",],
[,"ati","eyyavho",".v.",".2p.$.pl.$.opt.","0.99",],
[,"ati","issasi",".v.",".2p.$.sg.$.fut.","0.99",],
[,"ati","issatha",".v.",".2p.$.pl.$.fut.","0.99",],
[,"ati","issase",".v.",".2p.$.sg.$.fut.","0.99",],
[,"ati","issavhe",".v.",".2p.$.pl.$.fut.","0.99",],
[,"ati","i",".v.",".2p.$.sg.$.aor.","0.99",],
[,"ati","o",".v.",".2p.$.sg.$.aor.","0.99",],
[,"ati","ā",".v.",".2p.$.sg.$.aor.","0.99",],
[,"ati","ttha",".v.",".2p.$.pl.$.aor.","0.99",],
[,"ati","se",".v.",".2p.$.sg.$.aor.","0.99",],
[,"ati","vhaṃ",".v.",".2p.$.pl.$.aor.","0.99",],
[,"āti","etha",".v.",".3p.$.sg.$.opt.","0.99",],
[,"āti","eraṃ",".v.",".3p.$.pl.$.opt.","0.99",],
[,"āti","issati",".v.",".3p.$.sg.$.fut.","0.99",],
[,"āti","issanti",".v.",".3p.$.pl.$.fut.","0.99",],
[,"āti","issate",".v.",".3p.$.sg.$.fut.","0.99",],
[,"āti","issante",".v.",".3p.$.pl.$.fut.","0.99",],
[,"āti","issare",".v.",".3p.$.pl.$.fut.","0.99",],
[,"āti","i",".v.",".3p.$.sg.$.aor.","0.99",],
[,"āti","ī",".v.",".3p.$.sg.$.aor.","0.99",],
[,"āti","ā",".v.",".3p.$.sg.$.aor.","0.99",],
[,"āti","iṃsu",".v.",".3p.$.pl.$.aor.","0.99",],
[,"āti","ṃ",".v.",".3p.$.pl.$.aor.","0.99",],
[,"āti","uṃū",".v.",".3p.$.pl.$.aor.","0.99",],
[,"āti","ā",".v.",".3p.$.sg.$.aor.","0.99",],
[,"āti","a",".v.",".3p.$.sg.$.aor.","0.99",],
[,"āti","tthuṃ",".v.",".3p.$.pl.$.aor.","0.99",],
[,"āti","atthuṃ",".v.",".3p.$.pl.$.aor.","0.99",],
[,"āti","e",".v.",".1p.$.sg.$.imp.","0.99",],
[,"āti","āmase",".v.",".1p.$.pl.$.imp.","0.99",],
[,"āti","eyyuṃ",".v.",".3p.$.pl.$.opt.","0.99",],
[,"āti","eyyāmi",".v.",".1p.$.sg.$.opt.","0.99",],
[,"āti","eyyāma",".v.",".1p.$.pl.$.opt.","0.99",],
[,"āti","eyyaṃ",".v.",".1p.$.sg.$.opt.","0.99",],
[,"āti","eyyāmhe",".v.",".1p.$.pl.$.opt.","0.99",],
[,"āti","issāmi",".v.",".1p.$.sg.$.fut.","0.99",],
[,"āti","issāma",".v.",".1p.$.pl.$.fut.","0.99",],
[,"āti","issaṃ",".v.",".1p.$.sg.$.fut.","0.99",],
[,"āti","issāmhe",".v.",".1p.$.pl.$.fut.","0.99",],
[,"āti","issāmase",".v.",".1p.$.pl.$.fut.","0.99",],
[,"āti","iṃ",".v.",".1p.$.sg.$.aor.","0.99",],
[,"āti","aṃ",".v.",".1p.$.sg.$.aor.","0.99",],
[,"āti","ṃ",".v.",".1p.$.sg.$.aor.","0.99",],
[,"āti","a",".v.",".1p.$.sg.$.aor.","0.99",],
[,"āti","ā",".v.",".1p.$.sg.$.aor.","0.99",],
[,"āti","imha",".v.",".1p.$.pl.$.aor.","0.99",],
[,"āti","imhā",".v.",".1p.$.pl.$.aor.","0.99",],
[,"āti","a",".v.",".1p.$.sg.$.aor.","0.99",],
[,"āti","imhe",".v.",".1p.$.pl.$.aor.","0.99",],
[,"āti","eyyāsi",".v.",".2p.$.sg.$.opt.","0.99",],
[,"āti","eyyātha",".v.",".2p.$.pl.$.opt.","0.99",],
[,"āti","etho",".v.",".2p.$.sg.$.opt.","0.99",],
[,"āti","eyyavho",".v.",".2p.$.pl.$.opt.","0.99",],
[,"āti","issasi",".v.",".2p.$.sg.$.fut.","0.99",],
[,"āti","issatha",".v.",".2p.$.pl.$.fut.","0.99",],
[,"āti","issase",".v.",".2p.$.sg.$.fut.","0.99",],
[,"āti","issavhe",".v.",".2p.$.pl.$.fut.","0.99",],
[,"āti","i",".v.",".2p.$.sg.$.aor.","0.99",],
[,"āti","o",".v.",".2p.$.sg.$.aor.","0.99",],
[,"āti","ā",".v.",".2p.$.sg.$.aor.","0.99",],
[,"āti","ttha",".v.",".2p.$.pl.$.aor.","0.99",],
[,"āti","se",".v.",".2p.$.sg.$.aor.","0.99",],
[,"āti","vhaṃ",".v.",".2p.$.pl.$.aor.","0.99",],
[,"eti","etha",".v.",".3p.$.sg.$.opt.","0.99",],
[,"eti","eraṃ",".v.",".3p.$.pl.$.opt.","0.99",],
[,"eti","issati",".v.",".3p.$.sg.$.fut.","0.99",],
[,"eti","issanti",".v.",".3p.$.pl.$.fut.","0.99",],
[,"eti","issate",".v.",".3p.$.sg.$.fut.","0.99",],
[,"eti","issante",".v.",".3p.$.pl.$.fut.","0.99",],
[,"eti","issare",".v.",".3p.$.pl.$.fut.","0.99",],
[,"eti","i",".v.",".3p.$.sg.$.aor.","0.99",],
[,"eti","ī",".v.",".3p.$.sg.$.aor.","0.99",],
[,"eti","ā",".v.",".3p.$.sg.$.aor.","0.99",],
[,"eti","iṃsu",".v.",".3p.$.pl.$.aor.","0.99",],
[,"eti","ṃ",".v.",".3p.$.pl.$.aor.","0.99",],
[,"eti","uṃū",".v.",".3p.$.pl.$.aor.","0.99",],
[,"eti","ā",".v.",".3p.$.sg.$.aor.","0.99",],
[,"eti","a",".v.",".3p.$.sg.$.aor.","0.99",],
[,"eti","tthuṃ",".v.",".3p.$.pl.$.aor.","0.99",],
[,"eti","atthuṃ",".v.",".3p.$.pl.$.aor.","0.99",],
[,"eti","e",".v.",".1p.$.sg.$.imp.","0.99",],
[,"eti","āmase",".v.",".1p.$.pl.$.imp.","0.99",],
[,"eti","eyyāmi",".v.",".1p.$.sg.$.opt.","0.99",],
[,"eti","eyyuṃ",".v.",".3p.$.pl.$.opt.","0.99",],
[,"eti","eyyāma",".v.",".1p.$.pl.$.opt.","0.99",],
[,"eti","eyyaṃ",".v.",".1p.$.sg.$.opt.","0.99",],
[,"eti","eyyāmhe",".v.",".1p.$.pl.$.opt.","0.99",],
[,"eti","issāmi",".v.",".1p.$.sg.$.fut.","0.99",],
[,"eti","issāma",".v.",".1p.$.pl.$.fut.","0.99",],
[,"eti","issaṃ",".v.",".1p.$.sg.$.fut.","0.99",],
[,"eti","issāmhe",".v.",".1p.$.pl.$.fut.","0.99",],
[,"eti","issāmase",".v.",".1p.$.pl.$.fut.","0.99",],
[,"eti","iṃ",".v.",".1p.$.sg.$.aor.","0.99",],
[,"eti","aṃ",".v.",".1p.$.sg.$.aor.","0.99",],
[,"eti","ṃ",".v.",".1p.$.sg.$.aor.","0.99",],
[,"eti","a",".v.",".1p.$.sg.$.aor.","0.99",],
[,"eti","ā",".v.",".1p.$.sg.$.aor.","0.99",],
[,"eti","imha",".v.",".1p.$.pl.$.aor.","0.99",],
[,"eti","imhā",".v.",".1p.$.pl.$.aor.","0.99",],
[,"eti","a",".v.",".1p.$.sg.$.aor.","0.99",],
[,"eti","imhe",".v.",".1p.$.pl.$.aor.","0.99",],
[,"eti","eyyāsi",".v.",".2p.$.sg.$.opt.","0.99",],
[,"eti","eyyātha",".v.",".2p.$.pl.$.opt.","0.99",],
[,"eti","etho",".v.",".2p.$.sg.$.opt.","0.99",],
[,"eti","eyyavho",".v.",".2p.$.pl.$.opt.","0.99",],
[,"eti","issasi",".v.",".2p.$.sg.$.fut.","0.99",],
[,"eti","issatha",".v.",".2p.$.pl.$.fut.","0.99",],
[,"eti","issase",".v.",".2p.$.sg.$.fut.","0.99",],
[,"eti","issavhe",".v.",".2p.$.pl.$.fut.","0.99",],
[,"eti","i",".v.",".2p.$.sg.$.aor.","0.99",],
[,"eti","o",".v.",".2p.$.sg.$.aor.","0.99",],
[,"eti","ā",".v.",".2p.$.sg.$.aor.","0.99",],
[,"eti","ttha",".v.",".2p.$.pl.$.aor.","0.99",],
[,"eti","se",".v.",".2p.$.sg.$.aor.","0.99",],
[,"eti","vhaṃ",".v.",".2p.$.pl.$.aor.","0.99",],
[,"oti","etha",".v.",".3p.$.sg.$.opt.","0.99",],
[,"oti","eraṃ",".v.",".3p.$.pl.$.opt.","0.99",],
[,"oti","issati",".v.",".3p.$.sg.$.fut.","0.99",],
[,"oti","issanti",".v.",".3p.$.pl.$.fut.","0.99",],
[,"oti","issate",".v.",".3p.$.sg.$.fut.","0.99",],
[,"oti","issante",".v.",".3p.$.pl.$.fut.","0.99",],
[,"oti","issare",".v.",".3p.$.pl.$.fut.","0.99",],
[,"oti","i",".v.",".3p.$.sg.$.aor.","0.99",],
[,"oti","ī",".v.",".3p.$.sg.$.aor.","0.99",],
[,"oti","ā",".v.",".3p.$.sg.$.aor.","0.99",],
[,"oti","iṃsu",".v.",".3p.$.pl.$.aor.","0.99",],
[,"oti","ṃ",".v.",".3p.$.pl.$.aor.","0.99",],
[,"oti","uṃū",".v.",".3p.$.pl.$.aor.","0.99",],
[,"oti","ā",".v.",".3p.$.sg.$.aor.","0.99",],
[,"oti","a",".v.",".3p.$.sg.$.aor.","0.99",],
[,"oti","tthuṃ",".v.",".3p.$.pl.$.aor.","0.99",],
[,"oti","atthuṃ",".v.",".3p.$.pl.$.aor.","0.99",],
[,"oti","e",".v.",".1p.$.sg.$.imp.","0.99",],
[,"oti","āmase",".v.",".1p.$.pl.$.imp.","0.99",],
[,"oti","eyyuṃ",".v.",".3p.$.pl.$.opt.","0.99",],
[,"oti","eyyāmi",".v.",".1p.$.sg.$.opt.","0.99",],
[,"oti","eyyāma",".v.",".1p.$.pl.$.opt.","0.99",],
[,"oti","eyyaṃ",".v.",".1p.$.sg.$.opt.","0.99",],
[,"oti","eyyāmhe",".v.",".1p.$.pl.$.opt.","0.99",],
[,"oti","issāmi",".v.",".1p.$.sg.$.fut.","0.99",],
[,"oti","issāma",".v.",".1p.$.pl.$.fut.","0.99",],
[,"oti","issaṃ",".v.",".1p.$.sg.$.fut.","0.99",],
[,"oti","issāmhe",".v.",".1p.$.pl.$.fut.","0.99",],
[,"oti","issāmase",".v.",".1p.$.pl.$.fut.","0.99",],
[,"oti","iṃ",".v.",".1p.$.sg.$.aor.","0.99",],
[,"oti","aṃ",".v.",".1p.$.sg.$.aor.","0.99",],
[,"oti","ṃ",".v.",".1p.$.sg.$.aor.","0.99",],
[,"oti","a",".v.",".1p.$.sg.$.aor.","0.99",],
[,"oti","ā",".v.",".1p.$.sg.$.aor.","0.99",],
[,"oti","imha",".v.",".1p.$.pl.$.aor.","0.99",],
[,"oti","imhā",".v.",".1p.$.pl.$.aor.","0.99",],
[,"oti","a",".v.",".1p.$.sg.$.aor.","0.99",],
[,"oti","imhe",".v.",".1p.$.pl.$.aor.","0.99",],
[,"oti","eyyāsi",".v.",".2p.$.sg.$.opt.","0.99",],
[,"oti","eyyātha",".v.",".2p.$.pl.$.opt.","0.99",],
[,"oti","etho",".v.",".2p.$.sg.$.opt.","0.99",],
[,"oti","eyyavho",".v.",".2p.$.pl.$.opt.","0.99",],
[,"oti","issasi",".v.",".2p.$.sg.$.fut.","0.99",],
[,"oti","issatha",".v.",".2p.$.pl.$.fut.","0.99",],
[,"oti","issase",".v.",".2p.$.sg.$.fut.","0.99",],
[,"oti","issavhe",".v.",".2p.$.pl.$.fut.","0.99",],
[,"oti","i",".v.",".2p.$.sg.$.aor.","0.99",],
[,"oti","o",".v.",".2p.$.sg.$.aor.","0.99",],
[,"oti","ā",".v.",".2p.$.sg.$.aor.","0.99",],
[,"oti","ttha",".v.",".2p.$.pl.$.aor.","0.99",],
[,"oti","se",".v.",".2p.$.sg.$.aor.","0.99",],
[,"oti","vhaṃ",".v.",".2p.$.pl.$.aor.","0.99",],
[,"ati","ittha",".v.",".2p.$.pl.$.aor.","0.99",],
